title,date_posted,company,company_rating,salary,salary_type,job_type,degree_type,remote,remote_type,city,region,city_lat,city_lng,data_tools,hard_skills,soft_skills
senior analyst  data  privacy,26-01-2023,Deloitte,3.9,,,,,False,,Sydney,New South Wales,-33.865,151.2094,,,"respectful,innovative,consulting,communication,organisation"
server room  data centre build technicians  nv1 clearance,28-01-2023,Cleared ICT,,450.0,day,"Contract, Fixed term",,False,,Adelaide Region,South Australia,,,,,it
business data analyst,01-02-2023,Randstad,3.7,,,"Contract, Fixed term",,True,Hybrid,Brisbane,Queensland,-27.4678,153.0281,powerbi,"research,analytics","innovative,research,communication,management,analysis,data management,it,negotiation"
data governance specialist,25-01-2023,Verse Group,,,,"Contract, Fixed term",,False,,Perth,Western Australia,,,azure,,"business acumen,data management,it,management"
data stage engineer with kafka,31-01-2023,XPT Software Australia PTY Ltd,,,,"Contract, Fixed term",,False,,Sydney,New South Wales,-33.865,151.2094,"kafka,python,perl,cloud,git","etl,recommendations","it,planning"
senior data analyst,26-01-2023,Cognizant,3.9,,,Fulltime,,False,,Melbourne,Victoria,-37.8136,144.9631,"scala,redshift,python,java,spark,aws",analytics,"innovative,writing"
managing director data  technology,01-02-2023,Ankura,,,,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,splunk,"analytics,correlation","reporting,innovative,resilience,supervising,consulting,analytical,project management,management,analysis,presentation,administration"
transport senior data analyst,31-01-2023,NSW Government -Greater Sydney,3.9,130877.0,year,"Contract, Fixed term",,True,Fully,Sydney,New South Wales,-33.865,151.2094,,,"planning,collaboration,flexible,management,analysis,it,organisation"
enterprise data warehouse engineer,28-01-2023,Talent International,4.4,950.0,day,Fulltime,,True,Fully,Melbourne,Victoria,-37.8136,144.9631,sql,"etl,tuning,analytics","training,collaboration,organisation,analysis,it,analytical"
senior associate data tech integration,01-02-2023,NAB - National Australia Bank,3.6,,,"Fulltime, Permanent",,True,Hybrid,Melbourne,Victoria,-37.8136,144.9631,"excel,sql",,"communication,flexible,verbal communication,leadership,analysis,it,data analysis"
big data engineer,01-02-2023,Infosys,3.9,,,,,False,,Sydney,New South Wales,-33.865,151.2094,"scala,sql,python,spark,azure",research,"consulting,attention to detail,communication,research,stakeholder management,verbal communication,management,analysis,it,analytical"
marketing and data specialist,31-01-2023,Roc Consulting,,110000.0,year,Fulltime,,True,Fully,Sydney,New South Wales,-33.865,151.2094,,,"training,reporting,communication,stakeholder management,written communication,management,analysis,it,analytical,data analysis"
data streamlining  systems analyst,01-02-2023,face2face Recruitment,,120.0,day,"Contract, Fixed term",,False,,Canberra,Australian Capital Territory,-35.2931,149.1269,"cloud,azure",,"collaboration,data management,communication,reporting"
data engineer,26-01-2023,Salt Recruitment,,140000.0,year,Permanent,,False,,Melbourne,Victoria,-37.8136,144.9631,"pyspark,spark,hadoop,aws,cloud",pipeline,"administration,training,troubleshooting"
foundation marketing data specialist,01-02-2023,Somerville House,4.7,,,,Masters,False,,South Brisbane,Queensland,,,salesforce,,"organisational,attention to detail,enthusiastic,communication,written communication,management,data management,coordination,it,analytical"
data engineer,01-02-2023,Infosys Singapore & Australia,,,,Fulltime,,False,,Melbourne,Victoria,-37.8136,144.9631,,optimization,"planning,innovative,consulting,management,time management,it,analytical"
data analytic test architect,28-01-2023,iVEGA Consulting,,122000.0,year,"Fulltime, Contract, Permanent, Fixed term",,False,,Sydney,New South Wales,-33.865,151.2094,,,consulting
data architect,31-01-2023,Bank Australia,3.5,,,"Fulltime, Permanent",,False,,Collingwood,Victoria,,,"nosql,sql,cloud,power bi","etl,research,analytics","organisational,planning,collaboration,research,flexible,management,analysis,presentation,it"
datasolution architect,25-01-2023,EDT Networks Pty Ltd.,,955.0,day,"Contract, Fixed term",,False,,Brisbane,Queensland,-27.4678,153.0281,sql,analytics,"it,consulting"
data center selection,27-01-2023,Cloudflare,,,,,,False,,Sydney,New South Wales,-33.865,151.2094,cloud,,"planning,innovative,administration,communication,management,relationship management,analysis,empathetic,it,negotiation,analytical"
senior database administrator,01-02-2023,ITRON INDIA PRIVATE LIMITED,,,,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"mysql,sql server,oracle,cloud,azure",tuning,"reporting,troubleshooting"
senior data scientist  applied machine learning,29-01-2023,Talent Insights Group,,160000.0,year,Fulltime,,True,Hybrid,Sydney,New South Wales,-33.865,151.2094,"sagemaker,gcp,python,aws,tensorflow,numpy,cloud,scikitlearn,azure,keras","machine learning,ai,geospatial,analytics,deep learning","innovative,communication,writing"
master data manager  kilsyth,,ARB Corporation,3.6,,,,Masters,False,,Kilsyth,Victoria,,,,analytics,"reporting,administration,customer service,management,leadership,organisation"
market data systems engineer service operations manager,28-01-2023,Westpac,4.0,,,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,linux,,"training,planning,communication,flexible,management,troubleshooting,networking,it"
research data specialist,26-01-2023,University of Melbourne,4.3,120568.0,year,Fulltime,Masters,False,,Parkville,Victoria,,,,"research,analytics","collaboration,networking,research,communication,flexible,verbal communication,management,leadership,analysis,presentation,it"
data migration tester,28-01-2023,Robert Walters,3.7,,,,,False,,Melbourne,Victoria,-37.8136,144.9631,sql,etl,
program test managerinsurancedata warehousing,28-01-2023,Carecone,,,,"Fulltime, Permanent",,False,,North Sydney,New South Wales,,,,,"reporting,risk management,stakeholder management,management,it"
enterprise data modeller,31-01-2023,Bluefin Resources,,185000.0,year,Fulltime,,True,Hybrid,Sydney,New South Wales,-33.865,151.2094,azure,"etl,analytics","data management,verbal communication,management"
el1 enterprise data warehouse engineer  dm17389  sydney,25-01-2023,halcyonknights,,,,"Contract, Fixed term",,True,Fully,Surry Hills,New South Wales,,,,analytics,"training,leadership,analysis"
 associate lecturer computing school of computer data and mathematical sciences,01-02-2023,Western Sydney University,4.2,,,"Fulltime, Casual",PhD or Doctorate,False,,Sydney Western Suburbs,New South Wales,,,,"cluster,research","decision making,training,innovative,research,leadership"
business intelligence developer  data analyst,31-01-2023,Niche212,,,,"Contract, Fixed term",,False,,Newtown,New South Wales,,,"excel,ssrs,power bi",tuning,"team player,reporting,innovative,attention to detail,communication,interpersonal communication,it"
senior data engineer,25-01-2023,Correlate Resources,,1050.0,week,"Contract, Fixed term",,False,,Sydney,New South Wales,-33.865,151.2094,"sql,cloud,airflow,gcp",pipeline,
data  cloud  data engineer  senior consultantmanager open to all locations in aus,,KPMG,3.9,,,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"ec2,sas,python,cassandra,snowflake,aws,azure,s3,r,mongodb,node,postgresql,mysql,kafka,java,kubernetes,cloud,scala,c,nosql,hbase,spark,hadoop,lambda,hive","pipeline,etl,machine learning,ai,text analytics,analytics","communication,flexible,written communication,management,analysis,data management,it,analytical"
data engineer,01-02-2023,Seisma,,,,"Contract, Fixed term",,False,,Melbourne,Victoria,-37.8136,144.9631,"s3,sql,spark,hadoop,aws,hive,cloud","pipeline,etl,recommendations",analytical
senior data centre engineer  ps,31-01-2023,NTT,3.6,,,Fulltime,,False,,Victoria,,,,cloud,,
crm data analyst,26-01-2023,Opus Recruitment Solutions,,,,"Contract, Fixed term",,False,,Sydney,New South Wales,-33.865,151.2094,"sql,python,r,power bi",visualization,"reporting,consulting,flexible,analysis,data analysis"
data engineer,30-01-2023,Randstad,3.7,,,,,False,,Sydney,New South Wales,-33.865,151.2094,"sql,aws",etl,"flexible,reporting,leadership"
business analyst  data,26-01-2023,Halcyon Knights - LogicMelon,5.0,,,"Contract, Fixed term",,False,,Sydney,New South Wales,-33.865,151.2094,gcp,,"reporting,communication,flexible,management,it,conflict management"
supply chain databusiness analyst,26-01-2023,FutureYou,4.5,,,Permanent,,False,,North Ryde,New South Wales,,,excel,analytics,"reporting,planning,organisation,management,analysis,analytical"
lead data engineer,01-02-2023,u&u Recruitment Partners,,,,,,False,,Brisbane,Queensland,-27.4678,153.0281,"azure,power bi",,"reporting,creativity,innovative,resilience,communication,organisation,tenacity,management,leadership,analysis,data management,adaptability,analytical"
data business analyst,26-01-2023,Technology People Australia,,,,,,False,,Sydney,New South Wales,-33.865,151.2094,,,"motivated,communication,reporting,relationship building"
senior  manager data engineer  nv1 clearance,01-02-2023,Circuit Recruitment,,,,"Fulltime, Permanent",,False,,Melbourne,Victoria,-37.8136,144.9631,"scala,c,oracle,python,node,java,sas","pipeline,machine learning,analytics","data management,analytical,management,organisation"
data architect  modeller,01-02-2023,Randstad,3.7,,,"Contract, Fixed term",,False,,Sydney,New South Wales,-33.865,151.2094,"nosql,azure",etl,management
data architect,26-01-2023,InfoCentric,4.3,,,Fulltime,Masters,False,,Sydney,New South Wales,-33.865,151.2094,"gcp,snowflake,aws,cloud,azure","ai,machine learning,analytics","training,planning,collaboration,consulting,communication,flexible,mentoring"
senior business analyst  data,29-01-2023,PlusPeople,,1000.0,week,"Contract, Fixed term",,True,Hybrid,Sydney,New South Wales,-33.865,151.2094,"sql,gcp,oracle,kafka,aws,spotfire,bigquery",etl,"reporting,business analysis,management,analysis,data management,organisation"
azure data platform engineer  sydney,26-01-2023,Ayan Infotech,,,,"Contract, Fixed term",,True,Hybrid,Sydney Central Business District,New South Wales,,,"spark,sql,python,azure",etl,
sap data services consultant,26-01-2023,Capgemini,3.8,,,,,False,,Melbourne,Victoria,-37.8136,144.9631,"net,cloud","ai,etl,visualization,analytics","reporting,communication,flexible,management,analysis,presentation,coordination,it,analytical"
data centre facilities manager,26-01-2023,NAB - National Australia Bank,3.6,,,"Fulltime, Permanent",,False,,Melbourne,Victoria,-37.8136,144.9631,excel,,"coordination,mentoring,management,organisation"
senior data engineer,31-01-2023,Treasury Wine Estates,3.3,,,Fulltime,,False,,Melbourne,Victoria,-37.8136,144.9631,"github,sql,python,airflow,aws","etl,dashboard,machine learning,data mining,analytics","decision making,reporting,analysis,it,data analysis"
data,28-01-2023,Eden Richie Recruitment,,,,Fulltime,,False,,Brisbane,Queensland,-27.4678,153.0281,"cloud,aws,azure",,"administration,reporting,management,analytical"
senior data engineer scala,31-01-2023,Opus Recruitment Solutions,,180000.0,year,Permanent,,False,,Sydney,New South Wales,-33.865,151.2094,"scala,cloud,aws",,communication
senior enterprise data warehouse engineer  melbournegeelong,26-01-2023,Talent Insights Group,,1000.0,day,"Contract, Fixed term",,False,,Melbourne,Victoria,-37.8136,144.9631,"sql,sas",,"communication,leadership,analysis,analytical,data analysis"
senior data architect,28-01-2023,Salt Recruitment,,200000.0,year,Permanent,,False,,Melbourne,Victoria,-37.8136,144.9631,"spark,hive,oracle,snowflake","artificial intelligence,machine learning","stakeholder management,management,analysis,data management,it"
senior data engineer  qld permanent,25-01-2023,National Heavy Vehicle Regulator,2.7,141300.5,year,Permanent,,False,,Brisbane,Queensland,-27.4678,153.0281,"tableau,r,sql server,sql,python,java,power bi,azure","pipeline,machine learning,normalization,research,visualization,analytics,classification","organisational,independent,innovative,attention to detail,critical thinking,research,writing,analysis,flexible,project management,management,leadership,productivity,troubleshooting,it,teamwork,administration"
lead platform engineer  data platform,26-01-2023,AllSquares,,,,"Fulltime, Permanent",,True,Hybrid,Melbourne,Victoria,-37.8136,144.9631,"kafka,cloud,aws,airflow",,flexible
senior project manager  data modernisation,,u&u Recruitment Partners,,,,"Contract, Fixed term",,False,,Brisbane,Queensland,-27.4678,153.0281,,machine learning,"planning,innovative,communication,management,leadership"
data cabler licensed overseas qualified electricians,28-01-2023,Collar Group,,47.5,hour,Fixed term,,False,,Brisbane,Queensland,-27.4678,153.0281,,,"time management,attention to detail,training,management"
senior cloud engineer  data  azure,01-02-2023,Randstad,3.7,,,"Contract, Fixed term",,False,,Brisbane,Queensland,-27.4678,153.0281,"sql,linux,power bi,aws,cloud,azure",analytics,"planning,administration,management,networking,it,organisation"
principle technical lead  data engineering,29-01-2023,Suncorp Group,3.5,,,"Fulltime, Permanent",,True,Hybrid,Sydney Inner Suburbs,New South Wales,,,"sql,kafka",analytics,"coaching,communication,risk management,flexible,mentoring,management,leadership,it,negotiation"
senior data engineer,31-01-2023,Talent International,4.4,950.0,day,Fulltime,,False,,Melbourne,Victoria,-37.8136,144.9631,"nosql,julia,sql,python,aws,postgres,cloud",,
